101;2019-04-18T09:04:13.013000;-8.0044;-8.53
102;2019-04-18T09:04:19.718000;-8.0723;-8.59
103;2019-04-18T09:04:26.426000;-8.1693;-8.69
104;2019-04-18T09:04:33.106000;-8.2275;-8.76
105;2019-04-18T09:04:39.797000;-8.3148;-8.84
106;2019-04-18T09:04:46.512000;-8.3827;-8.91
107;2019-04-18T09:04:53.228000;-8.47;-9.00
108;2019-04-18T09:04:59.918000;-8.5476;-9.08
109;2019-04-18T09:05:06.616000;-8.6252;-9.16
110;2019-04-18T09:05:13.308000;-8.7125;-9.25
111;2019-04-18T09:05:19.993000;-8.7804;-9.33
112;2019-04-18T09:05:26.687000;-8.8774;-9.42
113;2019-04-18T09:05:33.375000;-8.9453;-9.49
114;2019-04-18T09:05:40.077000;-9.0132;-9.57
115;2019-04-18T09:05:46.759000;-9.0908;-9.64
116;2019-04-18T09:05:53.444000;-9.1781;-9.73
117;2019-04-18T09:06:00.147000;-9.2557;-9.83
118;2019-04-18T09:06:06.834000;-9.3527;-9.91
119;2019-04-18T09:06:13.520000;-9.4109;-9.97
120;2019-04-18T09:06:20.242000;-9.4885;-10.06
121;2019-04-18T09:06:26.929000;-9.5564;-10.13
122;2019-04-18T09:06:33.624000;-9.634;-10.20
123;2019-04-18T09:06:40.311000;-9.731;-10.30
124;2019-04-18T09:06:47.002000;-9.7989;-10.38
125;2019-04-18T09:06:53.684000;-9.8862;-10.46
126;2019-04-18T09:07:00.379000;-9.9541;-10.53
127;2019-04-18T09:07:07.070000;-10.0123;-10.60
128;2019-04-18T09:07:13.745000;-10.0996;-10.68
129;2019-04-18T09:07:20.419000;-10.1869;-10.77
130;2019-04-18T09:07:27.114000;-10.2451;-10.84
131;2019-04-18T09:07:33.802000;-10.3227;-10.91
132;2019-04-18T09:07:40.496000;-10.4003;-10.99
133;2019-04-18T09:07:47.171000;-10.4779;-11.07
134;2019-04-18T09:07:53.890000;-10.5458;-11.14
135;2019-04-18T09:08:00.590000;-10.6137;-11.21
136;2019-04-18T09:08:07.298000;-10.6719;-11.27
137;2019-04-18T09:08:13.992000;-10.7398;-11.36
138;2019-04-18T09:08:20.706000;-10.798;-11.40
139;2019-04-18T09:08:27.384000;-10.8756;-11.48
140;2019-04-18T09:08:34.073000;-10.9338;-11.55
141;2019-04-18T09:08:40.771000;-11.0017;-11.61
142;2019-04-18T09:08:47.474000;-11.0599;-11.67
143;2019-04-18T09:08:54.191000;-11.1181;-11.74
144;2019-04-18T09:09:00.895000;-11.186;-11.81
145;2019-04-18T09:09:07.590000;-11.2539;-11.87
146;2019-04-18T09:09:14.266000;-11.3218;-11.94
147;2019-04-18T09:09:20.968000;-11.3897;-12.02
148;2019-04-18T09:09:27.649000;-11.4576;-12.08
149;2019-04-18T09:09:34.344000;-11.5158;-12.14
150;2019-04-18T09:09:41.031000;-11.5643;-12.21
151;2019-04-18T09:09:47.719000;-11.6516;-12.28
152;2019-04-18T09:09:54.434000;-11.7098;-12.34
153;2019-04-18T09:10:01.143000;-11.768;-12.41
154;2019-04-18T09:10:07.851000;-11.8262;-12.46
155;2019-04-18T09:10:14.539000;-11.9038;-12.54
156;2019-04-18T09:10:21.254000;-11.9717;-12.61
157;2019-04-18T09:10:27.953000;-12.0299;-12.68
158;2019-04-18T09:10:34.637000;-12.0978;-12.74
159;2019-04-18T09:10:41.323000;-12.1948;-12.84
160;2019-04-18T09:10:48.013000;-12.2433;-12.89
161;2019-04-18T09:10:54.729000;-12.2918;-12.94
162;2019-04-18T09:11:01.444000;-12.3597;-13.01
163;2019-04-18T09:11:08.140000;-12.4276;-13.09
